Hotel/Resort Name,Type of Residence,Area,Rating,Rating,Reviews,Booking website 1,Booking website 1_Price,Booking website 2,Booking website 2 -Price,Booking website 3,Booking website 3 -Price,Cancellation Details,Breakfast Provision,Payement option,Discount
Springhill Suites By Marriott Los Angeles Downey,,Downey,8.8,     Excellent  ,279,Booking.com,16269,Springhill Suites,16268,Agoda,16239,Free cancellation,Breakfast included,Breakfast included,
Homewood Suites by Hilton Sacramento Airport Natomas,Hotel,Sacramento,8.7,     Excellent  ,3244,Booking.com,14601,Homewood Suites,13701,Hotels.com,13676,Free cancellation,Breakfast included,Breakfast included,
Teton Valley Motel,,Victor,8.4,     Very good  ,477,Hotels.com,8824,Booking.com,9748,,,Free cancellation,Breakfast included,Pay at the property,46%
Rugged Country Lodge,Hotel,Pendleton,8.2,     Very good  ,2231,Booking.com,7644,Hotels.com,7624,Hotels.com,7624,Free cancellation,Breakfast included,Breakfast included,
Best Western Crater Lake Highway White City/Medford,Hotel,White City,8.1,     Very good  ,2608,Booking.com,8186,Hotels.com,8187,,,Free cancellation,Breakfast included,,25%
Holiday Inn Express & Suites Murray,Hotel,Murray,8.5,     Excellent  ,1013,Booking.com,15402,Holiday Inn Express,14197,Priceline,14190,Free cancellation,Breakfast included,Breakfast included,
La Quinta Inn & Suites By Wyndham Marysville,,Marysville,8.8,     Excellent  ,2410,Booking.com,11819,Hotels.com,11756,Trip.com,10019,Free cancellation,Breakfast included,Breakfast included,
Best Western Wheatland Inn,Hotel,Colfax,9,     Excellent  ,1332,Booking.com,10061,Trip.com,10063,ZenHotels.com,10060,Free cancellation,Breakfast included,Breakfast included,
Comfort Inn Clarion,,Clarion,8.2,     Very good  ,2066,Hotels.com,8097,Booking.com,8097,Trip.com,7798,Free cancellation,Breakfast included,Breakfast included,
Country Inn & Suites by Radisson  Cookeville  TN,Hotel,Cookeville,8.5,     Excellent  ,2692,Booking.com,9208,Hotels.com,9208,Trip.com,8753,Free cancellation,Breakfast included,,
Airtel Plaza Hotel,Hotel,Van Nuys,7.3 ,     ,2700,Booking.com,14348,Trip.com,12156,Trip.com,12156,Free cancellation,Breakfast included,Pay at the property,
Holiday Inn Express & Suites Denver South - Castle Rock,Hotel,Castle Rock,9.1,     Excellent  ,1681,Booking.com,9266,Holiday Inn Express,9266,Priceline,8452,Free cancellation,Breakfast included,,56%
Union Club Purdue University,,West Lafayette,9.4,     Excellent  ,622,Booking.com,49313,Autograph,49312,ZenHotels.com,49306,Free cancellation,Breakfast included,Pay at the property,
Sleep Inn & Suites Tyler South,Hotel,Tyler,9.1,     Excellent  ,2405,Booking.com,9779,Hotels.com,9779,Trip.com,8629,Free cancellation,Breakfast included,,
The Heritage Hotel,Hotel,Southbury,8.2,     Very good  ,2685,Hotels.com,11262,Booking.com,11476,,,Free cancellation,Breakfast included,,Our lowest price
Quality Inn Near Grand Canyon,,Williams,8.4,     Very good  ,2612,Booking.com,8001,Hotels.com,8001,,,Free cancellation,Breakfast included,Breakfast included,22%
Best Western Cottage Grove Inn,Hotel,Cottage Grove,8.3,     Very good  ,1858,Booking.com,11611,Hotels.com,11611,Priceline,10888,Free cancellation,Breakfast included,Breakfast included,20%
Ramada Moses Lake,Hotel,Moses Lake,8.5,     Excellent  ,2560,Booking.com,10107,Hotels.com,10107,ZenHotels.com,10105,Free cancellation,Breakfast included,Breakfast included,
Holiday Inn Express & Suites Rice Lake,Hotel,Rice Lake,9.3,     Excellent  ,1014,Booking.com,12116,Holiday Inn Express,11543,ZenHotels.com,11542,Free cancellation,Breakfast included,Breakfast included,
Grouse Mountain Lodge,Hotel,Whitefish,8.5,     Excellent  ,2515,Booking.com,10227,Trip.com,7999,Trip.com,7999,Free cancellation,Breakfast included,,39%
Oxford Suites Hermiston,Hotel,Hermiston,9,     Excellent  ,2676,Booking.com,14293,Hotel site,13398,Trip.com,12271,Free cancellation,Breakfast included,Breakfast included,
Holiday Inn Express & Suites Fond Du Lac,Hotel,Fond du Lac,8.8,     Excellent  ,576,Holiday Inn Express,13603,Booking.com,13723,ZenHotels.com,13601,Free cancellation,Breakfast included,,Book with the hotel
Quality Inn & Suites Quantico,Hotel,Stafford,8.2,     Very good  ,1914,Hotels.com,7476,Booking.com,7586,Trip.com,6664,Free cancellation,Breakfast included,Breakfast included,
Holiday Inn Bloomington-Airport,Hotel,Bloomington,8.5,     Excellent  ,2780,Booking.com,10161,Holiday Inn,9144,Priceline,9115,Free cancellation,Breakfast included,Pay at the property,
Sacajawea Hotel,Hotel,Three Forks,9.2,     Excellent  ,1337,Booking.com,13560,Hotels.com,13560,,,Free cancellation,Breakfast included,Pay at the property,32%
Empire Lakeshore Inn,,Empire,8.5,     Excellent  ,1759,Booking.com,10115,Hotels.com,10481,,,Free cancellation,Breakfast included,,50%
Holiday Inn Beaufort @ Highway 21,Hotel,Beaufort,8.4,     Very good  ,4321,Booking.com,14976,Holiday Inn,15109,Priceline,14708,Free cancellation,Breakfast included,,Lower than hotel site
Country Inn & Suites by Radisson  Texarkana  TX,Hotel,Texarkana,8.4,     Very good  ,2615,Booking.com,9636,Trip.com,8834,Trip.com,8834,Free cancellation,Breakfast included,Breakfast included,
Holiday Inn Express & Suites Norfolk,Hotel,Norfolk,9.1,     Excellent  ,766,Booking.com,15098,Holiday Inn Express,15098,,,Free cancellation,Breakfast included,,Our lowest price
Candlewood Suites Alabaster,Hotel,Goodwater,8.7,     Excellent  ,1879,Booking.com,11306,Candlewood Suites,11306,ZenHotels.com,11304,Free cancellation,Breakfast included,,
Drury Inn & Suites Valdosta,Hotel,Valdosta,9.1,     Excellent  ,3338,Booking.com,11901,Hotels.com,10752,Trip.com,10662,Free cancellation,Breakfast included,Breakfast included,
Woodspring Suites,,Grand Rapids,8.2,     Very good  ,131,Booking.com,7083,Hotels.com,7083,,,Free cancellation,Breakfast included,Pay at the property,Our lowest price
Del Lago Resort & Casino,,Waterloo,8.8,     Excellent  ,2493,Hotels.com,13643,Hotel site,10739,Trip.com,10220,Free cancellation,Breakfast included,Pay at the property,
Quality Inn View at Lake Powell Page,Hotel,Page,7.1 ,     ,3088,Booking.com,7506,Trip.com,7508,,,Free cancellation,Breakfast included,Breakfast included,16%
Holiday Inn Express Forsyth,Hotel,Forsyth,8.5,     Excellent  ,1820,Booking.com,13374,Holiday Inn Express,13373,Holiday Inn Express,13373,Free cancellation,Breakfast included,Breakfast included,
Bluefin Bay On Lake Superior,Hotel,Tofte,9.1,     Excellent  ,252,Hotels.com,17989,,,,,Free cancellation,Breakfast included,,18%
Hilton Garden Inn Bloomington,Hotel,Bloomington,8.4,     Very good  ,2365,Booking.com,11785,Garden Inn,11786,,,Free cancellation,Breakfast included,,16%
Hampton Inn & Suites Dallas/Mesquite,Hotel,Mesquite,8.4,     Very good  ,2708,Booking.com,9731,Hampton Inn,9822,Hotels.com,9730,Free cancellation,Breakfast included,,Lower than hotel site
Holiday Inn Express & Suites Cadillac,Hotel,Cadillac,8.5,     Excellent  ,1232,Booking.com,12380,Holiday Inn Express,12380,,,Free cancellation,Breakfast included,Breakfast included,15%
Wingate by Wyndham Slidell/New Orleans East Area,Hotel,Slidell,7.8,     Good  ,2564,Booking.com,10572,Hotels.com,10663,Wingate,10489,Free cancellation,Breakfast included,Breakfast included,
Comfort Suites,,Grandview,8.1,     Very good  ,525,Booking.com,10106,Hotels.com,11565,,,Free cancellation,Breakfast included,,Our lowest price
St. James Hotel,Hotel,Red Wing,8.8,     Excellent  ,1886,Booking.com,15290,Hotels.com,14049,Hotels.com,14049,Free cancellation,Breakfast included,,
The Ranch at Death Valley,Hotel,Death Valley,7.9,     Good  ,6248,Booking.com,20196,Hotels.com,23178,,,Free cancellation,Breakfast included,,Our lowest price
Hilton Garden Inn Nashville West End Avenue,,Nashville,8.8,     Excellent  ,160,Booking.com,13657,Garden Inn,12851,Hotels.com,12850,Free cancellation,Breakfast included,Pay at the property,
Holiday Inn Express Plymouth,Hotel,Plymouth,8.2,     Very good  ,986,Booking.com,12308,Holiday Inn Express,12308,Priceline,12109,Free cancellation,Breakfast included,Breakfast included,
Holiday Inn Stillwater - University West,Hotel,Stillwater,7.9,     Good  ,2686,Holiday Inn,10927,Booking.com,9576,Booking.com,9576,Free cancellation,Breakfast included,Pay at the property,
The Ridges Resort & Marina,Hotel,Hiawassee,8.7,     Excellent  ,1649,Hotel site,13174,Booking.com,13174,,,Free cancellation,Breakfast included,,Our lowest price
Wingate By Wyndham Hurricane N,,Hurricane,9.3,     Excellent  ,2799,Booking.com,8792,Wingate,8792,ZenHotels.com,8790,Free cancellation,Breakfast included,Pay at the property,15%
Gold Miners Inn  an Ascend Hotel Collection Member,Hotel,Grass Valley,9,     Excellent  ,2177,Booking.com,15834,Hotels.com,15418,Trip.com,14754,Free cancellation,Breakfast included,Breakfast included,
Hampton Inn & Suites McComb,Hotel,McComb,8.9,     Excellent  ,1085,Booking.com,17739,Hampton Inn,17740,Priceline,17561,Free cancellation,Breakfast included,,Lower than hotel site
Hilton Garden Inn Sacramento Elk Grove,Hotel,Elk Grove,8.6,     Excellent  ,2678,Booking.com,16999,Garden Inn,17485,,,Free cancellation,Breakfast included,Pay at the property,Our lowest price
Best Western Crystal River Resort,Hotel,Crystal River,8.1,     Very good  ,2671,Booking.com,14319,Trip.com,14322,ZenHotels.com,14317,Free cancellation,Breakfast included,Breakfast included,
Holiday Inn Express Breaux Bridge/Henderson,Hotel,Breaux Bridge,8.9,     Excellent  ,1312,Booking.com,11638,Holiday Inn Express,11583,Holiday Inn Express,11583,Free cancellation,Breakfast included,Breakfast included,
Fairfield Inn & Suites by Marriott Athens I-65,Hotel,Athens,9.1,     Excellent  ,1130,Booking.com,16853,Hotels.com,17150,,,Free cancellation,Breakfast included,,Our lowest price
Holiday Inn Express & Suites Knoxville-North-I-75 Exit 112,Hotel,Powell,8.1,     Very good  ,1630,Holiday Inn Express,11896,Booking.com,12752,,,Free cancellation,Breakfast included,Pay at the property,Our lowest price
Best Western Sunridge Inn & Conference Center,Hotel,Baker City,8.2,     Very good  ,728,Booking.com,11119,ZenHotels.com,9154,ZenHotels.com,9154,Free cancellation,Breakfast included,Breakfast included,11%
Comfort Inn North Platte,Hotel,North Platte,7.5,     Good  ,1822,Booking.com,6877,Hotels.com,6861,Priceline,6843,Free cancellation,Breakfast included,Breakfast included,
Drury Plaza Hotel Franklin,Hotel,Franklin,9.4,     Excellent  ,3184,Booking.com,13230,Hotels.com,13229,Hotels.com,13229,Free cancellation,Breakfast included,,
Springhill Suites By Marriott Boston Logan Airport Revere Beach,,Revere,8.6,     Excellent  ,1191,Booking.com,20825,Hotels.com,18965,Agoda,18500,Free cancellation,Breakfast included,Pay at the property,
Holiday Inn Express Crockett,Hotel,Crockett,8.1,     Very good  ,542,Holiday Inn Express,13395,Trip.com,16270,,,Free cancellation,Breakfast included,,Our lowest price
Hotel Canandaigua  Tapestry Collection By Hilton,,Canandaigua,8.4,     Very good  ,81,Booking.com,11899,Tapestry Collection,11900,Trip.com,10909,Free cancellation,Breakfast included,Pay at the property,41%
La Quinta Inn & Suites Mt. Pleasant,Hotel,Mount Pleasant,8.3,     Very good  ,2672,Booking.com,12227,Hotels.com,12226,Hotels.com,12226,Free cancellation,Breakfast included,Breakfast included,
Fairfield Inn & Suites Asheville Weaverville,,Weaverville,9.2,     Excellent  ,640,Booking.com,13073,Hotels.com,13073,ZenHotels.com,13071,Free cancellation,Breakfast included,Breakfast included,13%
Hampton Inn and Suites Williston  ND,Hotel,Williston,9.1,     Excellent  ,431,Booking.com,18585,Hampton Inn,18586,Hotels.com,18584,Free cancellation,Breakfast included,,Lower than hotel site
Microtel Inn and Suites Wellsville,Hotel,Wellsville,8.1,     Very good  ,1518,Booking.com,12453,Hotels.com,11830,Hotels.com,11830,Free cancellation,Breakfast included,Pay at the property,
La Quinta Inn & Suites Tyler - University Area,Hotel,Tyler,8.8,     Excellent  ,2609,Booking.com,8701,Hotels.com,8700,Trip.com,7722,Free cancellation,Breakfast included,,
Sleep Inn & Suites Kingsport TriCities Airport,Hotel,Kingsport,8.2,     Very good  ,1622,Booking.com,8714,Hotels.com,8714,Trip.com,8231,Free cancellation,Breakfast included,,
Best Western Kelly Inn,Hotel,Yankton,8,     Very good  ,1190,Booking.com,10064,Hotels.com,10230,,,Free cancellation,Breakfast included,,Our lowest price
Holiday Inn Express Keene,Hotel,Keene,8.1,     Very good  ,1771,Booking.com,12553,Holiday Inn Express,12553,ZenHotels.com,12551,Free cancellation,Breakfast included,Breakfast included,32%
Hampton Inn Lincoln White Mountains,,Lincoln,8.9,     Excellent  ,237,Booking.com,16165,Hotels.com,15532,Hotels.com,15532,Free cancellation,Breakfast included,Breakfast included,14%
Oregon Garden Resort,Hotel,Silverton,9,     Excellent  ,2690,Booking.com,9105,Hotels.com,7625,Trip.com,7465,Free cancellation,Breakfast included,Breakfast included,34%
AmericInn of Ashland,Hotel,Ashland,8.1,     Very good  ,2068,Hotels.com,9088,Trip.com,9696,,,Free cancellation,Breakfast included,Breakfast included,49%
AmericInn Lodge and Suites of Laramie,Hotel,Laramie,8.9,     Excellent  ,2597,Booking.com,10990,Hotels.com,10411,Hotels.com,10411,Free cancellation,Breakfast included,Pay at the property,14%
Sleep Inn Summersville,Hotel,Summersville,8.6,     Excellent  ,1494,Booking.com,12554,Hotels.com,11662,Trip.com,10363,Free cancellation,Breakfast included,Breakfast included,
Drury Inn & Suites Mt. Vernon,Hotel,Mount Vernon,9.4,     Excellent  ,2628,Booking.com,11714,Hotels.com,10559,Agoda,10525,Free cancellation,Breakfast included,Breakfast included,
Hampton Inn Meadville,Hotel,Meadville,9.3,     Excellent  ,1480,Booking.com,14257,Hampton Inn,14258,Agoda,14256,Free cancellation,Breakfast included,Breakfast included,26%
Holiday Inn Express Tifton,Hotel,Tifton,8.7,     Excellent  ,1427,Booking.com,12476,Holiday Inn Express,12892,Priceline,12267,Free cancellation,Breakfast included,,Lower than hotel site
La Quinta Inn & Suites By Wyndham Limon,,Limon,9.1,     Excellent  ,1064,Booking.com,9572,Hotels.com,10495,Agoda,9571,Free cancellation,Breakfast included,Breakfast included,
Super 8 - McCall,Hotel,McCall,8.2,     Very good  ,2572,Booking.com,12060,Trip.com,12062,ZenHotels.com,12058,Free cancellation,Breakfast included,Breakfast included,
Hotel GreenTree Inn & Suites Pinetop,Hotel,Pinetop-Lakeside,8.4,     Very good  ,2633,Booking.com,7950,Trip.com,7091,Priceline,7014,Free cancellation,Breakfast included,Breakfast included,
Red Lion Hotel St. George,Hotel,St. George,7.6,     Good  ,5039,Booking.com,6323,Hotels.com,6656,,,Free cancellation,Breakfast included,,Our lowest price
Sleep Inn & Suites Danville,Hotel,Danville,7.4 ,     ,29,Booking.com,11785,Trip.com,11672,Trip.com,11672,Free cancellation,Breakfast included,Breakfast included,
Comfort Suites Bentonville,Hotel,Bentonville,8.5,     Excellent  ,2694,Booking.com,11248,Hotels.com,11248,Trip.com,10911,Free cancellation,Breakfast included,,
Hampton Inn and Suites Shelby  NC,,Shelby,8.8,     Excellent  ,670,Booking.com,11379,Hampton Inn,11380,Priceline,11314,Free cancellation,Breakfast included,,Lower than hotel site
Comfort Inn Splash Harbor,Hotel,Bellville,8.1,     Very good  ,1515,Booking.com,9629,Hotels.com,9629,Destinia,9012,Free cancellation,Breakfast included,,16%
Holiday Inn Express & Suites Morristown,Hotel,Morristown,9,     Excellent  ,996,Booking.com,15450,Holiday Inn Express,15450,,,Free cancellation,Breakfast included,,Our lowest price
Hotel Hampton Inn Dunn  NC,Hotel,Dunn,8.6,     Excellent  ,2636,Booking.com,12259,Hampton Inn,12260,Priceline,12187,Free cancellation,Breakfast included,,Lower than hotel site
Hilton Garden Inn Prescott Downtown  Az,,Prescott,9.1,     Excellent  ,1251,Booking.com,13624,Garden Inn,13625,Hotels.com,13529,Free cancellation,Breakfast included,Pay at the property,15%
Comfort Suites Hanes Mall,Hotel,Winston Salem,8.5,     Excellent  ,2630,Booking.com,8902,Hotels.com,9068,Agoda,8901,Free cancellation,Breakfast included,,
Holiday Inn Express & Suites Raton,Hotel,Raton,8.4,     Very good  ,1833,Booking.com,12296,Holiday Inn Express,12269,Priceline,12204,Free cancellation,Breakfast included,Breakfast included,
Springhill Suites By Marriott Irvine Lake Forest,,Irvine,8.7,     Excellent  ,656,Booking.com,16418,Springhill Suites,14775,ZenHotels.com,14774,Free cancellation,Breakfast included,Breakfast included,
Fairfield Inn & Suites Santee,,Santee,9.5,     Excellent  ,2003,Booking.com,14689,Hotels.com,14227,Trip.com,13768,Free cancellation,Breakfast included,Breakfast included,
Staybridge Suites Marquette,Hotel,Marquette,9.4,     Excellent  ,2208,Booking.com,11559,StayBridge,11559,,,Free cancellation,Breakfast included,,33%
Drury Inn & Suites Frankenmuth,Hotel,Frankenmuth,9.2,     Excellent  ,2657,Hotels.com,11849,Booking.com,13166,,,Free cancellation,Breakfast included,Pay at the property,18%
Hampton Inn Hillsville,Hotel,Hillsville,9,     Excellent  ,1833,Booking.com,12702,Hampton Inn,12647,Hotels.com,12646,Free cancellation,Breakfast included,Breakfast included,
Hampton Inn Columbia  MO,Hotel,Columbia,9.1,     Excellent  ,2282,Booking.com,12625,Hampton Inn,12810,Trip.com,12289,Free cancellation,Breakfast included,,Lower than hotel site
Heathman Lodge,Hotel,Vancouver,8.9,     Excellent  ,3447,Booking.com,13335,Trip.com,11864,Agoda,11194,Free cancellation,Breakfast included,,
Nugget Casino Resort,Resort,Sparks,7.6,     Good  ,12143,Hotel site,7625,Booking.com,8135,,,Free cancellation,Breakfast included,,Our lowest price
Hampton Inn & Suites Blythe,,Blythe,8.9,     Excellent  ,2047,Booking.com,14663,Hampton Inn,14978,,,Free cancellation,Breakfast included,,Our lowest price
Best Western Lapeer Inn,Hotel,Lapeer,8.2,     Very good  ,1236,Booking.com,11028,Hotels.com,11028,,,Free cancellation,Breakfast included,,Our lowest price
